產品線,子產品/平台,網頁/工具,檔案,對應公開URL或路由,公開crawl狀態,資料來源URL,官方來源數,法源/引用筆數,待補常數來源筆數,待修正引用筆數,查證狀態,備註
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/audit,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/audit/route.ts,ETP_ROUTE:/api/[workspace]/audit,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/billing/checkout,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/billing/checkout/route.ts,ETP_ROUTE:/api/[workspace]/billing/checkout,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/billing,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/billing/route.ts,ETP_ROUTE:/api/[workspace]/billing,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/calc-report,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/calc-report/route.ts,ETP_ROUTE:/api/[workspace]/calc-report,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/calendar/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/calendar/[id]/route.ts,ETP_ROUTE:/api/[workspace]/calendar/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/calendar,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/calendar/route.ts,ETP_ROUTE:/api/[workspace]/calendar,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/assets,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/assets/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/assets,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/calcs,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/calcs/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/calcs,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,collaborators/[collabId]/resend,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/collaborators/[collabId]/resend/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/collaborators/[collabId]/resend,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[id]/collaborators/[collabId],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/collaborators/[collabId]/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/collaborators/[collabId],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[id]/deadlines/[deadlineId],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/deadlines/[deadlineId]/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/deadlines/[deadlineId],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/deadlines,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/deadlines/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/deadlines,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/document-pdf,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/document-pdf/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/document-pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/draft-doc,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/draft-doc/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/draft-doc,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/heirs,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/heirs/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/heirs,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/report-pdf,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/report-pdf/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/report-pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/cases/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/cases,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/route.ts,ETP_ROUTE:/api/[workspace]/cases,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,personnel-order/[id]/pdf,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/civil-service/personnel-order/[id]/pdf/route.ts,ETP_ROUTE:/api/[workspace]/civil-service/personnel-order/[id]/pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,civil-service/personnel-order/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/civil-service/personnel-order/[id]/route.ts,ETP_ROUTE:/api/[workspace]/civil-service/personnel-order/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/employees/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/[id]/route.ts,ETP_ROUTE:/api/[workspace]/employees/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/employees/import,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/import/route.ts,ETP_ROUTE:/api/[workspace]/employees/import,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,employees/import/template,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/import/template/route.ts,ETP_ROUTE:/api/[workspace]/employees/import/template,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,人資,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/hrpro/health-check/pdf/route.ts,ETP_ROUTE:/api/[workspace]/hrpro/health-check/pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,hrpro/shifts/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/hrpro/shifts/[id]/route.ts,ETP_ROUTE:/api/[workspace]/hrpro/shifts/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/hrpro/shifts,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/hrpro/shifts/route.ts,ETP_ROUTE:/api/[workspace]/hrpro/shifts,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/invitations/[token],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/invitations/[token]/route.ts,ETP_ROUTE:/api/[workspace]/invitations/[token],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/law-subscriptions,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/law-subscriptions/route.ts,ETP_ROUTE:/api/[workspace]/law-subscriptions,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/members/[userId],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/members/[userId]/route.ts,ETP_ROUTE:/api/[workspace]/members/[userId],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/members,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/members/route.ts,ETP_ROUTE:/api/[workspace]/members,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/payroll/[employeeId],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/payroll/[employeeId]/route.ts,ETP_ROUTE:/api/[workspace]/payroll/[employeeId],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/payroll,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/payroll/route.ts,ETP_ROUTE:/api/[workspace]/payroll,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/stats,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/stats/route.ts,ETP_ROUTE:/api/[workspace]/stats,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/account/data,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/account/data/route.ts,ETP_ROUTE:/api/account/data,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,law-candidates/[id]/accept,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/admin/law-candidates/[id]/accept/route.ts,ETP_ROUTE:/api/admin/law-candidates/[id]/accept,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/admin/law-candidates,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/admin/law-candidates/route.ts,ETP_ROUTE:/api/admin/law-candidates,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/auth/install-session,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/auth/install-session/route.ts,ETP_ROUTE:/api/auth/install-session,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,auth/mfa/backup-codes,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/auth/mfa/backup-codes/route.ts,ETP_ROUTE:/api/auth/mfa/backup-codes,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,auth/mfa/devices,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/auth/mfa/devices/route.ts,ETP_ROUTE:/api/auth/mfa/devices,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,auth/mfa/enroll,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/auth/mfa/enroll/route.ts,ETP_ROUTE:/api/auth/mfa/enroll,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,auth/mfa/status,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/auth/mfa/status/route.ts,ETP_ROUTE:/api/auth/mfa/status,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,auth/mfa/unenroll,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/auth/mfa/unenroll/route.ts,ETP_ROUTE:/api/auth/mfa/unenroll,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,auth/mfa/verify-enroll,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/auth/mfa/verify-enroll/route.ts,ETP_ROUTE:/api/auth/mfa/verify-enroll,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/cron/law-monitor-trigger,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/cron/law-monitor-trigger/route.ts,ETP_ROUTE:/api/cron/law-monitor-trigger,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/cron/verify-pending-cases,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/cron/verify-pending-cases/route.ts,ETP_ROUTE:/api/cron/verify-pending-cases,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/invite/[token],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/invite/[token]/route.ts,ETP_ROUTE:/api/invite/[token],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,invite/workspace/[token],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/invite/workspace/[token]/route.ts,ETP_ROUTE:/api/invite/workspace/[token],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/notifications/mark-all-read,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/notifications/mark-all-read/route.ts,ETP_ROUTE:/api/notifications/mark-all-read,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,app/api/notifications,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/notifications/route.ts,ETP_ROUTE:/api/notifications,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/onboarding/check-slug,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/onboarding/check-slug/route.ts,ETP_ROUTE:/api/onboarding/check-slug,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,app/api/unlock,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/unlock/route.ts,ETP_ROUTE:/api/unlock,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/webhooks/resend,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/webhooks/resend/route.ts,ETP_ROUTE:/api/webhooks/resend,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/webhooks/stripe,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/webhooks/stripe/route.ts,ETP_ROUTE:/api/webhooks/stripe,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/webhooks/tappay,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/webhooks/tappay/route.ts,ETP_ROUTE:/api/webhooks/tappay,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,app/auth/callback,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/auth/callback/route.ts,ETP_ROUTE:/auth/callback,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,app/auth/set-password,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/auth/set-password/page.tsx,ETP_PAGE:/auth/set-password,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,etp/app/dashboard,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/dashboard/page.tsx,ETP_PAGE:/dashboard,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,功能 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/features/page.tsx,ETP_PAGE:/features,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/locked/page.tsx,ETP_PAGE:/locked,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,app/login/mfa-challenge,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/login/mfa-challenge/page.tsx,ETP_PAGE:/login/mfa-challenge,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,etp/app/login,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/login/page.tsx,ETP_PAGE:/login,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,etp/app/logout,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/logout/route.ts,ETP_ROUTE:/logout,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,${r.name} — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/roles/[role]/page.tsx,ETP_PAGE:/roles/[role],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,選身份 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/roles/page.tsx,ETP_PAGE:/roles,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,民法財產權／繼承贈與計算平台,車禍損害賠償試算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/accident.html,https://inheritance.choulegal.com/accident.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=129; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=184; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=192; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=193; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=194; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=195; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=197; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=217; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=25; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=3; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=32; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=6,13,100,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,脫產偵測模組｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/asset-detection.html,https://inheritance.choulegal.com/asset-detection.html,200,https://cons.judicial.gov.tw/docdata.aspx?fid=38&id=349244; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1138; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1140; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1174; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=244; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=245; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=C0000001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=C0000001&flno=244; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=C0000001&flno=356; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=17-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=5,14,106,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,登入中…｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/auth-callback.html,https://inheritance.choulegal.com/auth-callback.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
